source	target	weight
m,m	i_p,i_p	2.178649e-03
m,m	i_n,i_n	2.178649e-03
m,m	i_m,i_m	2.178649e-03
m,m	i_l,i_l	2.178649e-03
m,m	e_o,V	1.742919e-02
m,m	e_l,e_o_l	2.178649e-03
m,m	e_k,e_o_k	2.178649e-03
m,m	a_t,6_t	2.178649e-03
m,m	e_t,e_o_t	2.178649e-03
m,m	i_k,i_k	2.178649e-03
m,m	#	6.862745e-01
m,m	a_n,6_n	2.178649e-03
m,m	e_p,e_o_p	2.178649e-03
m,m	u_k,u_k	2.178649e-03
m,m	a_k,6_k	2.178649e-03
m,m	w_e,w_e_o	1.742919e-02
m,m	i,i	4.357298e-03
m,m	o_p,o_p	2.178649e-03
m,m	a_m,6_m	2.178649e-03
e_k,e_o_k	#	1.000000e+00
l_w,l_w	e_o,V	5.000000e-01
l_w,l_w	a_e,e_o	5.000000e-01
h_w,h_w	a_k,6_k	2.500000e-02
h_w,h_w	o_l,o_l	2.500000e-02
h_w,h_w	a_p,6_p	2.500000e-02
h_w,h_w	i_l,i_l	2.500000e-02
h_w,h_w	i_k,i_k	2.500000e-02
h_w,h_w	a_t,6_t	2.500000e-02
h_w,h_w	e_o,V	2.000000e-01
h_w,h_w	o_p,o_p	2.500000e-02
h_w,h_w	a_e,e_o	2.000000e-01
h_w,h_w	a_m,6_m	2.500000e-02
h_w,h_w	o_n,o_n	2.500000e-02
h_w,h_w	i_n,i_n	2.500000e-02
h_w,h_w	o_t,o_t	2.500000e-02
h_w,h_w	i_m,i_m	2.500000e-02
h_w,h_w	e_p,e_o_p	2.500000e-02
h_w,h_w	i_t,i_t	2.500000e-02
h_w,h_w	o_k,o_k	2.500000e-02
h_w,h_w	e_t,e_o_t	2.500000e-02
h_w,h_w	e_k,e_o_k	2.500000e-02
h_w,h_w	a_n,6_n	2.500000e-02
h_w,h_w	i_p,i_p	2.500000e-02
h_w,h_w	a_l,6_l	2.500000e-02
h_w,h_w	e_n,e_o_n	2.500000e-02
h_w,h_w	e_m,e_o_m	2.500000e-02
h_w,h_w	e_l,e_o_l	2.500000e-02
h_w,h_w	o_m,o_m	2.500000e-02
d_u,d_u	p,p	1.250000e-01
d_u,d_u	t,t	1.250000e-01
d_u,d_u	#	1.250000e-01
d_u,d_u	n_g,N	1.250000e-01
d_u,d_u	n,n	1.250000e-01
d_u,d_u	m,m	1.250000e-01
d_u,d_u	l,l	1.250000e-01
d_u,d_u	k,k	1.250000e-01
r_o,4_o	n_g,N	5.000000e-01
r_o,4_o	#	5.000000e-01
s_u,s_u	t,t	1.250000e-01
s_u,s_u	p,p	1.250000e-01
s_u,s_u	m,m	1.250000e-01
s_u,s_u	#	1.250000e-01
s_u,s_u	n_g,N	1.250000e-01
s_u,s_u	l,l	1.250000e-01
s_u,s_u	n,n	1.250000e-01
s_u,s_u	k,k	1.250000e-01
u_k,u_k	#	1.000000e+00
d_e,d_e_o	#	5.000000e-01
d_e,d_e_o	n_g,N	5.000000e-01
g,g	o_e,w_e_o	1.081081e-01
g,g	o_n,o_n	1.351351e-02
g,g	a_m,6_m	1.351351e-02
g,g	a_e,e_o	1.081081e-01
g,g	o_p,o_p	1.351351e-02
g,g	w_i,w_i	2.702703e-02
g,g	a_l,6_l	1.351351e-02
g,g	u_i,M__i	1.081081e-01
g,g	a_n,6_n	1.351351e-02
g,g	e_u,M	1.081081e-01
g,g	w_e,w_e_o	2.702703e-02
g,g	e_m,e_o_m	1.351351e-02
g,g	e_n,e_o_n	1.351351e-02
g,g	e_k,e_o_k	1.351351e-02
g,g	o_k,o_k	1.351351e-02
g,g	e_o,V	1.081081e-01
g,g	y_a,j_6	2.702703e-02
g,g	a_k,6_k	1.351351e-02
g,g	w_a,w_6	2.702703e-02
g,g	y_u,j_u	2.702703e-02
g,g	o_m,o_m	1.351351e-02
g,g	w_o,w_o	2.702703e-02
g,g	y_e,j_e_o	2.702703e-02
g,g	o_t,o_t	1.351351e-02
g,g	y_o,j_o	2.702703e-02
g,g	e_l,e_o_l	1.351351e-02
g,g	e_t,e_o_t	1.351351e-02
g,g	a_t,6_t	1.351351e-02
g,g	o_l,o_l	1.351351e-02
g,g	a_p,6_p	1.351351e-02
g,g	e_p,e_o_p	1.351351e-02
y_a,j_6	l,l	1.111111e-01
y_a,j_6	t,t	1.111111e-01
y_a,j_6	p,p	1.111111e-01
y_a,j_6	n_g,N	1.666667e-01
y_a,j_6	m,m	1.111111e-01
y_a,j_6	n,n	1.111111e-01
y_a,j_6	#	1.666667e-01
y_a,j_6	k,k	1.111111e-01
d,d	e_u,M	1.081081e-01
d,d	y_e,j_e_o	2.702703e-02
d,d	y_o,j_o	2.702703e-02
d,d	a_e,e_o	1.081081e-01
d,d	o_p,o_p	1.351351e-02
d,d	a_t,6_t	1.351351e-02
d,d	a_n,6_n	1.351351e-02
d,d	u_i,M__i	1.081081e-01
d,d	e_o,V	1.081081e-01
d,d	y_a,j_6	2.702703e-02
d,d	a_k,6_k	1.351351e-02
d,d	w_i,w_i	2.702703e-02
d,d	e_p,e_o_p	1.351351e-02
d,d	o_k,o_k	1.351351e-02
d,d	e_k,e_o_k	1.351351e-02
d,d	a_l,6_l	1.351351e-02
d,d	o_n,o_n	1.351351e-02
d,d	o_e,w_e_o	1.081081e-01
d,d	a_m,6_m	1.351351e-02
d,d	o_m,o_m	1.351351e-02
d,d	w_o,w_o	2.702703e-02
d,d	o_l,o_l	1.351351e-02
d,d	a_p,6_p	1.351351e-02
d,d	w_e,w_e_o	2.702703e-02
d,d	e_n,e_o_n	1.351351e-02
d,d	e_m,e_o_m	1.351351e-02
d,d	e_t,e_o_t	1.351351e-02
d,d	w_a,w_6	2.702703e-02
d,d	y_u,j_u	2.702703e-02
d,d	o_t,o_t	1.351351e-02
d,d	e_l,e_o_l	1.351351e-02
j,dz\	u_i,M__i	1.081081e-01
j,dz\	o_k,o_k	1.351351e-02
j,dz\	e_t,e_o_t	1.351351e-02
j,dz\	e_k,e_o_k	1.351351e-02
j,dz\	w_i,w_i	2.702703e-02
j,dz\	o_p,o_p	1.351351e-02
j,dz\	a_e,e_o	1.081081e-01
j,dz\	w_o,w_o	2.702703e-02
j,dz\	y_o,j_o	2.702703e-02
j,dz\	y_e,j_e_o	2.702703e-02
j,dz\	y_a,j_6	2.702703e-02
j,dz\	e_o,V	1.081081e-01
j,dz\	w_a,w_6	2.702703e-02
j,dz\	y_u,j_u	2.702703e-02
j,dz\	e_u,M	1.081081e-01
j,dz\	e_m,e_o_m	1.351351e-02
j,dz\	w_e,w_e_o	2.702703e-02
j,dz\	e_n,e_o_n	1.351351e-02
j,dz\	a_t,6_t	1.351351e-02
j,dz\	o_n,o_n	1.351351e-02
j,dz\	a_m,6_m	1.351351e-02
j,dz\	o_e,w_e_o	1.081081e-01
j,dz\	a_p,6_p	1.351351e-02
j,dz\	o_l,o_l	1.351351e-02
j,dz\	a_l,6_l	1.351351e-02
j,dz\	o_m,o_m	1.351351e-02
j,dz\	a_n,6_n	1.351351e-02
j,dz\	e_l,e_o_l	1.351351e-02
j,dz\	a_k,6_k	1.351351e-02
j,dz\	e_p,e_o_p	1.351351e-02
j,dz\	o_t,o_t	1.351351e-02
o,o_	#	1.000000e+00
r,4	u_i,M__i	1.081081e-01
r,4	y_e,j_e_o	2.702703e-02
r,4	y_o,j_o	2.702703e-02
r,4	e_u,M	1.081081e-01
r,4	w_i,w_i	2.702703e-02
r,4	w_o,w_o	2.702703e-02
r,4	o_p,o_p	1.351351e-02
r,4	a_e,e_o	1.081081e-01
r,4	e_p,e_o_p	1.351351e-02
r,4	o_k,o_k	1.351351e-02
r,4	e_k,e_o_k	1.351351e-02
r,4	y_u,j_u	2.702703e-02
r,4	w_a,w_6	2.702703e-02
r,4	e_o,V	1.081081e-01
r,4	a_l,6_l	1.351351e-02
r,4	e_m,e_o_m	1.351351e-02
r,4	e_n,e_o_n	1.351351e-02
r,4	w_e,w_e_o	2.702703e-02
r,4	a_p,6_p	1.351351e-02
r,4	o_l,o_l	1.351351e-02
r,4	a_k,6_k	1.351351e-02
r,4	o_n,o_n	1.351351e-02
r,4	a_m,6_m	1.351351e-02
r,4	o_e,w_e_o	1.081081e-01
r,4	a_t,6_t	1.351351e-02
r,4	e_t,e_o_t	1.351351e-02
r,4	y_a,j_6	2.702703e-02
r,4	o_m,o_m	1.351351e-02
r,4	o_t,o_t	1.351351e-02
r,4	e_l,e_o_l	1.351351e-02
r,4	a_n,6_n	1.351351e-02
s_o,s_o	#	5.000000e-01
s_o,s_o	n_g,N	5.000000e-01
p,p_	#	1.000000e+00
c_h,ts\_h	u_k,u_k	5.681818e-03
c_h,ts\_h	y_o,j_o	4.545455e-02
c_h,ts\_h	u_l,u_l	5.681818e-03
c_h,ts\_h	e_p,e_o_p	5.681818e-03
c_h,ts\_h	a_n,6_n	5.681818e-03
c_h,ts\_h	e_o,V	4.545455e-02
c_h,ts\_h	i_k,i_k	5.681818e-03
c_h,ts\_h	u,u	1.136364e-02
c_h,ts\_h	y_e,j_e_o	4.545455e-02
c_h,ts\_h	u_i,M__i	4.545455e-02
c_h,ts\_h	o_e,w_e_o	4.545455e-02
c_h,ts\_h	u_n,u_n	5.681818e-03
c_h,ts\_h	a_m,6_m	5.681818e-03
c_h,ts\_h	w,w	9.090909e-02
c_h,ts\_h	w_e,w_e_o	4.545455e-02
c_h,ts\_h	a_k,6_k	5.681818e-03
c_h,ts\_h	o,o	1.136364e-02
c_h,ts\_h	e_n,e_o_n	5.681818e-03
c_h,ts\_h	o_l,o_l	5.681818e-03
c_h,ts\_h	y_a,j_6	4.545455e-02
c_h,ts\_h	a_e,e_o	4.545455e-02
c_h,ts\_h	o_n,o_n	5.681818e-03
c_h,ts\_h	u_t,u_t	5.681818e-03
c_h,ts\_h	e,e_o	1.136364e-02
c_h,ts\_h	i_t,i_t	5.681818e-03
c_h,ts\_h	w_a,w_6	4.545455e-02
c_h,ts\_h	y_u,j_u	4.545455e-02
c_h,ts\_h	i_l,i_l	5.681818e-03
c_h,ts\_h	i_m,i_m	5.681818e-03
c_h,ts\_h	i_p,i_p	5.681818e-03
c_h,ts\_h	i_n,i_n	5.681818e-03
c_h,ts\_h	e_u,M	4.545455e-02
c_h,ts\_h	i,i	1.136364e-02
c_h,ts\_h	y,j	9.090909e-02
c_h,ts\_h	u_p,u_p	5.681818e-03
c_h,ts\_h	o_t,o_t	5.681818e-03
c_h,ts\_h	e_m,e_o_m	5.681818e-03
c_h,ts\_h	w_o,w_o	4.545455e-02
c_h,ts\_h	w_i,w_i	4.545455e-02
c_h,ts\_h	o_m,o_m	5.681818e-03
c_h,ts\_h	o_k,o_k	5.681818e-03
c_h,ts\_h	e_l,e_o_l	5.681818e-03
c_h,ts\_h	o_p,o_p	5.681818e-03
c_h,ts\_h	e_t,e_o_t	5.681818e-03
c_h,ts\_h	a_t,6_t	5.681818e-03
c_h,ts\_h	e_k,e_o_k	5.681818e-03
c_h,ts\_h	u_m,u_m	5.681818e-03
c_h,ts\_h	a,6	1.136364e-02
c_h,ts\_h	a_l,6_l	5.681818e-03
c_h,ts\_h	a_p,6_p	5.681818e-03
r,4_	#	1.000000e+00
g_u,g_u	m,m	1.250000e-01
g_u,g_u	n,n	1.250000e-01
g_u,g_u	n_g,N	1.250000e-01
g_u,g_u	l,l	1.250000e-01
g_u,g_u	k,k	1.250000e-01
g_u,g_u	#	1.250000e-01
g_u,g_u	p,p	1.250000e-01
g_u,g_u	t,t	1.250000e-01
a_t,6_t	#	1.000000e+00
g_y,g_j	e_p,e_o_p	2.500000e-02
g_y,g_j	o_k,o_k	2.500000e-02
g_y,g_j	e_k,e_o_k	2.500000e-02
g_y,g_j	e_t,e_o_t	2.500000e-02
g_y,g_j	a_t,6_t	2.500000e-02
g_y,g_j	e_o,V	2.000000e-01
g_y,g_j	u_p,u_p	2.500000e-02
g_y,g_j	o_t,o_t	2.500000e-02
g_y,g_j	u_n,u_n	2.500000e-02
g_y,g_j	u_l,u_l	2.500000e-02
g_y,g_j	a_n,6_n	2.500000e-02
g_y,g_j	o_p,o_p	2.500000e-02
g_y,g_j	a_e,e_o	2.000000e-01
g_y,g_j	u_t,u_t	2.500000e-02
g_y,g_j	a_m,6_m	2.500000e-02
g_y,g_j	o_n,o_n	2.500000e-02
g_y,g_j	o_m,o_m	2.500000e-02
g_y,g_j	o_l,o_l	2.500000e-02
g_y,g_j	a_p,6_p	2.500000e-02
g_y,g_j	u_m,u_m	2.500000e-02
g_y,g_j	a_l,6_l	2.500000e-02
g_y,g_j	e_l,e_o_l	2.500000e-02
g_y,g_j	e_m,e_o_m	2.500000e-02
g_y,g_j	e_n,e_o_n	2.500000e-02
g_y,g_j	a_k,6_k	2.500000e-02
g_y,g_j	u_k,u_k	2.500000e-02
d_i,d_i	n,n	1.250000e-01
d_i,d_i	n_g,N	1.250000e-01
d_i,d_i	p,p	1.250000e-01
d_i,d_i	t,t	1.250000e-01
d_i,d_i	m,m	1.250000e-01
d_i,d_i	l,l	1.250000e-01
d_i,d_i	k,k	1.250000e-01
d_i,d_i	#	1.250000e-01
n,n_	#	1.000000e+00
b_y,b_j	a_l,6_l	2.500000e-02
b_y,b_j	u_m,u_m	2.500000e-02
b_y,b_j	e_o,V	2.000000e-01
b_y,b_j	o_k,o_k	2.500000e-02
b_y,b_j	e_t,e_o_t	2.500000e-02
b_y,b_j	e_p,e_o_p	2.500000e-02
b_y,b_j	e_k,e_o_k	2.500000e-02
b_y,b_j	u_l,u_l	2.500000e-02
b_y,b_j	u_n,u_n	2.500000e-02
b_y,b_j	o_m,o_m	2.500000e-02
b_y,b_j	a_n,6_n	2.500000e-02
b_y,b_j	e_l,e_o_l	2.500000e-02
b_y,b_j	a_k,6_k	2.500000e-02
b_y,b_j	u_k,u_k	2.500000e-02
b_y,b_j	a_p,6_p	2.500000e-02
b_y,b_j	o_l,o_l	2.500000e-02
b_y,b_j	o_n,o_n	2.500000e-02
b_y,b_j	a_m,6_m	2.500000e-02
b_y,b_j	o_t,o_t	2.500000e-02
b_y,b_j	u_p,u_p	2.500000e-02
b_y,b_j	e_m,e_o_m	2.500000e-02
b_y,b_j	e_n,e_o_n	2.500000e-02
b_y,b_j	a_t,6_t	2.500000e-02
b_y,b_j	u_t,u_t	2.500000e-02
b_y,b_j	a_e,e_o	2.000000e-01
b_y,b_j	o_p,o_p	2.500000e-02
j_e,dz\_e_o	#	5.000000e-01
j_e,dz\_e_o	n_g,N	5.000000e-01
b_w,b_w	a_n,6_n	2.500000e-02
b_w,b_w	i_p,i_p	2.500000e-02
b_w,b_w	e_o,V	2.000000e-01
b_w,b_w	o_t,o_t	2.500000e-02
b_w,b_w	i_n,i_n	2.500000e-02
b_w,b_w	i_k,i_k	2.500000e-02
b_w,b_w	a_t,6_t	2.500000e-02
b_w,b_w	a_e,e_o	2.000000e-01
b_w,b_w	o_p,o_p	2.500000e-02
b_w,b_w	a_m,6_m	2.500000e-02
b_w,b_w	o_n,o_n	2.500000e-02
b_w,b_w	e_l,e_o_l	2.500000e-02
b_w,b_w	i_t,i_t	2.500000e-02
b_w,b_w	o_k,o_k	2.500000e-02
b_w,b_w	e_t,e_o_t	2.500000e-02
b_w,b_w	i_m,i_m	2.500000e-02
b_w,b_w	e_p,e_o_p	2.500000e-02
b_w,b_w	e_k,e_o_k	2.500000e-02
b_w,b_w	a_k,6_k	2.500000e-02
b_w,b_w	a_p,6_p	2.500000e-02
b_w,b_w	o_l,o_l	2.500000e-02
b_w,b_w	e_n,e_o_n	2.500000e-02
b_w,b_w	e_m,e_o_m	2.500000e-02
b_w,b_w	a_l,6_l	2.500000e-02
b_w,b_w	o_m,o_m	2.500000e-02
b_w,b_w	i_l,i_l	2.500000e-02
s_w,s_w	o_m,o_m	2.500000e-02
s_w,s_w	o_l,o_l	2.500000e-02
s_w,s_w	a_p,6_p	2.500000e-02
s_w,s_w	o_t,o_t	2.500000e-02
s_w,s_w	o_k,o_k	2.500000e-02
s_w,s_w	i_t,i_t	2.500000e-02
s_w,s_w	e_p,e_o_p	2.500000e-02
s_w,s_w	i_m,i_m	2.500000e-02
s_w,s_w	e_t,e_o_t	2.500000e-02
s_w,s_w	a_n,6_n	2.500000e-02
s_w,s_w	e_o,V	2.000000e-01
s_w,s_w	e_l,e_o_l	2.500000e-02
s_w,s_w	a_e,e_o	2.000000e-01
s_w,s_w	a_m,6_m	2.500000e-02
s_w,s_w	o_n,o_n	2.500000e-02
s_w,s_w	o_p,o_p	2.500000e-02
s_w,s_w	i_p,i_p	2.500000e-02
s_w,s_w	a_t,6_t	2.500000e-02
s_w,s_w	i_k,i_k	2.500000e-02
s_w,s_w	e_n,e_o_n	2.500000e-02
s_w,s_w	e_m,e_o_m	2.500000e-02
s_w,s_w	a_l,6_l	2.500000e-02
s_w,s_w	a_k,6_k	2.500000e-02
s_w,s_w	i_l,i_l	2.500000e-02
s_w,s_w	i_n,i_n	2.500000e-02
s_w,s_w	e_k,e_o_k	2.500000e-02
e,e_o_	#	1.000000e+00
b,b_	#	1.000000e+00
p_w,p_w	e_o,V	5.000000e-01
p_w,p_w	a_e,e_o	5.000000e-01
s_a,s_6	#	5.000000e-01
s_a,s_6	n_g,N	5.000000e-01
u,u	n_g,N	5.000000e-01
u,u	#	5.000000e-01
t,t_	#	1.000000e+00
d,d_	#	1.000000e+00
k_y,k_j	e_o,V	5.000000e-01
k_y,k_j	a_e,e_o	5.000000e-01
b_i,b_i	t,t	1.250000e-01
b_i,b_i	p,p	1.250000e-01
b_i,b_i	l,l	1.250000e-01
b_i,b_i	#	1.250000e-01
b_i,b_i	n,n	1.250000e-01
b_i,b_i	m,m	1.250000e-01
b_i,b_i	n_g,N	1.250000e-01
b_i,b_i	k,k	1.250000e-01
k_w,k_w	e_o,V	5.000000e-01
k_w,k_w	a_e,e_o	5.000000e-01
r_a,4_6	n_g,N	5.000000e-01
r_a,4_6	#	5.000000e-01
j_i,dz\_i	m,m	1.250000e-01
j_i,dz\_i	t,t	1.250000e-01
j_i,dz\_i	p,p	1.250000e-01
j_i,dz\_i	n_g,N	1.250000e-01
j_i,dz\_i	n,n	1.250000e-01
j_i,dz\_i	k,k	1.250000e-01
j_i,dz\_i	#	1.250000e-01
j_i,dz\_i	l,l	1.250000e-01
r_i,4_i	m,m	1.250000e-01
r_i,4_i	l,l	1.250000e-01
r_i,4_i	t,t	1.250000e-01
r_i,4_i	p,p	1.250000e-01
r_i,4_i	#	1.250000e-01
r_i,4_i	k,k	1.250000e-01
r_i,4_i	n,n	1.250000e-01
r_i,4_i	n_g,N	1.250000e-01
b,b	e_n,e_o_n	1.351351e-02
b,b	w_e,w_e_o	2.702703e-02
b,b	e_m,e_o_m	1.351351e-02
b,b	w_i,w_i	2.702703e-02
b,b	u_i,M__i	1.081081e-01
b,b	a_n,6_n	1.351351e-02
b,b	y_e,j_e_o	2.702703e-02
b,b	o_t,o_t	1.351351e-02
b,b	y_o,j_o	2.702703e-02
b,b	y_a,j_6	2.702703e-02
b,b	e_o,V	1.081081e-01
b,b	a_e,e_o	1.081081e-01
b,b	o_e,w_e_o	1.081081e-01
b,b	o_n,o_n	1.351351e-02
b,b	a_m,6_m	1.351351e-02
b,b	o_p,o_p	1.351351e-02
b,b	y_u,j_u	2.702703e-02
b,b	w_a,w_6	2.702703e-02
b,b	e_t,e_o_t	1.351351e-02
b,b	e_p,e_o_p	1.351351e-02
b,b	o_k,o_k	1.351351e-02
b,b	a_k,6_k	1.351351e-02
b,b	w_o,w_o	2.702703e-02
b,b	o_l,o_l	1.351351e-02
b,b	a_p,6_p	1.351351e-02
b,b	a_t,6_t	1.351351e-02
b,b	e_u,M	1.081081e-01
b,b	e_l,e_o_l	1.351351e-02
b,b	e_k,e_o_k	1.351351e-02
b,b	a_l,6_l	1.351351e-02
b,b	o_m,o_m	1.351351e-02
h_i,h_i	k,k	1.250000e-01
h_i,h_i	t,t	1.250000e-01
h_i,h_i	p,p	1.250000e-01
h_i,h_i	m,m	1.250000e-01
h_i,h_i	n_g,N	1.250000e-01
h_i,h_i	l,l	1.250000e-01
h_i,h_i	#	1.250000e-01
h_i,h_i	n,n	1.250000e-01
a_e,e_o_	#	1.000000e+00
k_k,k_t_	#	1.000000e+00
t,t	w_a,w_6	1.742919e-02
t,t	y_u,j_u	1.742919e-02
t,t	i_t,i_t	2.178649e-03
t,t	e,e_o	4.357298e-03
t,t	u_t,u_t	2.178649e-03
t,t	w_o,w_o	1.742919e-02
t,t	u_m,u_m	2.178649e-03
t,t	a_l,6_l	2.178649e-03
t,t	a,6	4.357298e-03
t,t	o_l,o_l	2.178649e-03
t,t	y_a,j_6	1.742919e-02
t,t	a_p,6_p	2.178649e-03
t,t	w_i,w_i	1.742919e-02
t,t	u_k,u_k	2.178649e-03
t,t	u,u	4.357298e-03
t,t	y_e,j_e_o	1.742919e-02
t,t	u_l,u_l	2.178649e-03
t,t	y_o,j_o	1.742919e-02
t,t	u_i,M__i	1.742919e-02
t,t	o_p,o_p	2.178649e-03
t,t	o_e,w_e_o	1.742919e-02
t,t	u_n,u_n	2.178649e-03
t,t	o_n,o_n	2.178649e-03
t,t	a_e,e_o	1.742919e-02
t,t	a_m,6_m	2.178649e-03
t,t	o,o	4.357298e-03
t,t	w_e,w_e_o	1.742919e-02
t,t	a_k,6_k	2.178649e-03
t,t	e_n,e_o_n	2.178649e-03
t,t	e_m,e_o_m	2.178649e-03
t,t	o_t,o_t	2.178649e-03
t,t	i,i	4.357298e-03
t,t	e_u,M	1.742919e-02
t,t	i_m,i_m	2.178649e-03
t,t	i_l,i_l	2.178649e-03
t,t	e_o,V	1.742919e-02
t,t	e_l,e_o_l	2.178649e-03
t,t	i_k,i_k	2.178649e-03
t,t	#	6.862745e-01
t,t	o_m,o_m	2.178649e-03
t,t	o_k,o_k	2.178649e-03
t,t	e_k,e_o_k	2.178649e-03
t,t	a_n,6_n	2.178649e-03
t,t	e_p,e_o_p	2.178649e-03
t,t	i_p,i_p	2.178649e-03
t,t	i_n,i_n	2.178649e-03
t,t	e_t,e_o_t	2.178649e-03
t,t	a_t,6_t	2.178649e-03
t,t	u_p,u_p	2.178649e-03
j_y,dz\_j	o_p,o_p	2.500000e-02
j_y,dz\_j	u_t,u_t	2.500000e-02
j_y,dz\_j	a_e,e_o	2.000000e-01
j_y,dz\_j	a_t,6_t	2.500000e-02
j_y,dz\_j	e_o,V	2.000000e-01
j_y,dz\_j	o_t,o_t	2.500000e-02
j_y,dz\_j	u_p,u_p	2.500000e-02
j_y,dz\_j	a_k,6_k	2.500000e-02
j_y,dz\_j	u_k,u_k	2.500000e-02
j_y,dz\_j	o_m,o_m	2.500000e-02
j_y,dz\_j	o_l,o_l	2.500000e-02
j_y,dz\_j	a_p,6_p	2.500000e-02
j_y,dz\_j	o_k,o_k	2.500000e-02
j_y,dz\_j	e_k,e_o_k	2.500000e-02
j_y,dz\_j	e_p,e_o_p	2.500000e-02
j_y,dz\_j	e_t,e_o_t	2.500000e-02
j_y,dz\_j	a_n,6_n	2.500000e-02
j_y,dz\_j	u_n,u_n	2.500000e-02
j_y,dz\_j	u_l,u_l	2.500000e-02
j_y,dz\_j	a_l,6_l	2.500000e-02
j_y,dz\_j	u_m,u_m	2.500000e-02
j_y,dz\_j	e_n,e_o_n	2.500000e-02
j_y,dz\_j	e_m,e_o_m	2.500000e-02
j_y,dz\_j	e_l,e_o_l	2.500000e-02
j_y,dz\_j	o_n,o_n	2.500000e-02
j_y,dz\_j	a_m,6_m	2.500000e-02
k_k,k_t	e_o,V	4.545455e-02
k_k,k_t	e_l,e_o_l	5.681818e-03
k_k,k_t	a_n,6_n	5.681818e-03
k_k,k_t	e_p,e_o_p	5.681818e-03
k_k,k_t	i,i	1.136364e-02
k_k,k_t	y,j	9.090909e-02
k_k,k_t	i_l,i_l	5.681818e-03
k_k,k_t	i_m,i_m	5.681818e-03
k_k,k_t	y_u,j_u	4.545455e-02
k_k,k_t	w_a,w_6	4.545455e-02
k_k,k_t	e_u,M	4.545455e-02
k_k,k_t	u_t,u_t	5.681818e-03
k_k,k_t	o_p,o_p	5.681818e-03
k_k,k_t	o_n,o_n	5.681818e-03
k_k,k_t	a_e,e_o	4.545455e-02
k_k,k_t	a_m,6_m	5.681818e-03
k_k,k_t	y_e,j_e_o	4.545455e-02
k_k,k_t	u,u	1.136364e-02
k_k,k_t	w_o,w_o	4.545455e-02
k_k,k_t	u_m,u_m	5.681818e-03
k_k,k_t	a_l,6_l	5.681818e-03
k_k,k_t	a,6	1.136364e-02
k_k,k_t	w_i,w_i	4.545455e-02
k_k,k_t	w,w	9.090909e-02
k_k,k_t	o,o	1.136364e-02
k_k,k_t	u_l,u_l	5.681818e-03
k_k,k_t	y_o,j_o	4.545455e-02
k_k,k_t	u_n,u_n	5.681818e-03
k_k,k_t	o_e,w_e_o	4.545455e-02
k_k,k_t	u_k,u_k	5.681818e-03
k_k,k_t	a_k,6_k	5.681818e-03
k_k,k_t	w_e,w_e_o	4.545455e-02
k_k,k_t	u_i,M__i	4.545455e-02
k_k,k_t	o_t,o_t	5.681818e-03
k_k,k_t	e_m,e_o_m	5.681818e-03
k_k,k_t	u_p,u_p	5.681818e-03
k_k,k_t	o_m,o_m	5.681818e-03
k_k,k_t	o_l,o_l	5.681818e-03
k_k,k_t	y_a,j_6	4.545455e-02
k_k,k_t	o_k,o_k	5.681818e-03
k_k,k_t	i_t,i_t	5.681818e-03
k_k,k_t	e,e_o	1.136364e-02
k_k,k_t	i_k,i_k	5.681818e-03
k_k,k_t	a_t,6_t	5.681818e-03
k_k,k_t	e_t,e_o_t	5.681818e-03
k_k,k_t	e_k,e_o_k	5.681818e-03
k_k,k_t	i_p,i_p	5.681818e-03
k_k,k_t	i_n,i_n	5.681818e-03
k_k,k_t	a_p,6_p	5.681818e-03
k_k,k_t	e_n,e_o_n	5.681818e-03
h_o,h_o	n_g,N	5.000000e-01
h_o,h_o	#	5.000000e-01
g_o,g_o	#	5.000000e-01
g_o,g_o	n_g,N	5.000000e-01
j_j,ts\h	w,w	9.090909e-02
j_j,ts\h	w_o,w_o	4.545455e-02
j_j,ts\h	a_p,6_p	5.681818e-03
j_j,ts\h	e_n,e_o_n	5.681818e-03
j_j,ts\h	o,o	1.136364e-02
j_j,ts\h	w_i,w_i	4.545455e-02
j_j,ts\h	u_k,u_k	5.681818e-03
j_j,ts\h	a_k,6_k	5.681818e-03
j_j,ts\h	w_e,w_e_o	4.545455e-02
j_j,ts\h	u_p,u_p	5.681818e-03
j_j,ts\h	o_t,o_t	5.681818e-03
j_j,ts\h	e_m,e_o_m	5.681818e-03
j_j,ts\h	a_e,e_o	4.545455e-02
j_j,ts\h	o_n,o_n	5.681818e-03
j_j,ts\h	u_t,u_t	5.681818e-03
j_j,ts\h	a_m,6_m	5.681818e-03
j_j,ts\h	e_l,e_o_l	5.681818e-03
j_j,ts\h	a_n,6_n	5.681818e-03
j_j,ts\h	e_p,e_o_p	5.681818e-03
j_j,ts\h	w_a,w_6	4.545455e-02
j_j,ts\h	y_u,j_u	4.545455e-02
j_j,ts\h	i_t,i_t	5.681818e-03
j_j,ts\h	e,e_o	1.136364e-02
j_j,ts\h	e_u,M	4.545455e-02
j_j,ts\h	y_e,j_e_o	4.545455e-02
j_j,ts\h	u,u	1.136364e-02
j_j,ts\h	i_n,i_n	5.681818e-03
j_j,ts\h	i_p,i_p	5.681818e-03
j_j,ts\h	y_a,j_6	4.545455e-02
j_j,ts\h	o_l,o_l	5.681818e-03
j_j,ts\h	u_l,u_l	5.681818e-03
j_j,ts\h	y_o,j_o	4.545455e-02
j_j,ts\h	u_n,u_n	5.681818e-03
j_j,ts\h	o_e,w_e_o	4.545455e-02
